EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef715,39,59,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.647,0.353,3,515.391,N/A,29.908,3,550.726,N/A,35.881,3,extra data request,,0.853570285,0.727381853
ef716,39,60,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.486,0.514,4,515.391,N/A,29.908,3,589.724,N/A,108.929,3,extra data request,,0.742525066,0.712611956
ef717,40,2,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,physical,thickness,thickness,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,1.061,N/A,0.036,4,1.098,N/A,0.024,4,unpublished data request,non-irrigated,1.050502205,0.56897218
ef718,40,4,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,4.21,N/A,0.18,4,3.857,N/A,0.116,4,unpublished data request,non-irrigated,-2.02499888,0.756288779
ef719,40,6,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,375.144,N/A,3.661,4,392.08,N/A,15.296,4,unpublished data request,non-irrigated,1.322772098,0.609357876
ef720,40,8,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,nutrient,N,N,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,1.076,N/A,0.121,4,1.152,N/A,0.095,4,unpublished data request,non-irrigated,0.606875114,0.523018588
ef721,40,10,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,nutrient,C,C,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,48.825,N/A,0.421,4,48.992,N/A,0.432,4,unpublished data request,non-irrigated,0.340090496,0.507228847
ef722,40,12,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,NA,woody,evergreen conifer ,conifer,species,chemical,terpenes,terpenes,leaf,field,experimental,sapling?,intolerant,juvenile,10,plot,45,temperate,No N-fixing neighbours,Y,NA,0.25,0.5,0.5,2,1.814,N/A,0.409,4,2.145,N/A,0.297,4,unpublished data request,non-irrigated,0.804431757,0.540444403
ef723,41,1,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,26.766,N/A,0.71,2,23.911,N/A,1.413,3,extra data request,,-1.687303142,1.118032523
ef724,41,2,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,26.766,N/A,0.71,2,25.809,N/A,2.146,6,extra data request,,-0.41976236,0.677679194
ef725,41,3,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,8.458,N/A,0.293,2,8.427,N/A,0.267,3,extra data request,,-0.08129202,0.833994173
ef726,41,4,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,8.458,N/A,0.293,2,7.625,N/A,0.292,6,extra data request,,-2.476550287,1.049998
ef727,41,5,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,305.465,N/A,11.299,2,335.315,N/A,9.248,3,extra data request,,2.1645782,1.301873212
ef728,41,6,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,305.465,N/A,11.299,2,321.079,N/A,10.51,6,extra data request,,1.274027384,0.768113278
ef729,41,7,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,27.021,N/A,1.581,2,26.366,N/A,0.904,3,extra data request,,-0.403753565,0.849635027
ef730,41,8,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,27.021,N/A,1.581,2,25.699,N/A,2.268,6,extra data request,,-0.529507229,0.684190286
ef731,41,9,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,16.904,N/A,1.493,2,11.088,N/A,1.551,3,extra data request,,-2.747199918,1.588044072
ef732,41,10,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,16.904,N/A,1.493,2,12.531,N/A,1.613,6,extra data request,,-2.383558399,1.021751082
ef733,41,11,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,42.215,N/A,0.425,2,42.134,N/A,0.17,3,extra data request,,-0.207906976,0.837655864
ef734,41,12,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,42.215,N/A,0.425,2,42.5,N/A,0.576,6,extra data request,,0.447098453,0.679160231
ef735,41,13,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.715,0.285,3,1.623,N/A,0.023,2,1.433,N/A,0.159,3,extra data request,,-1.05351649,0.944323033
ef736,41,14,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,1.623,N/A,0.023,2,1.37,N/A,0.185,6,extra data request,,-1.299278796,0.772174504
ef737,41,15,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,19.479,N/A,0.552,2,19.622,N/A,0.614,3,extra data request,,0.174184834,0.836367369
ef738,41,16,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,19.479,N/A,0.552,2,20.35,N/A,2.388,5,extra data request,,0.340583443,0.708285506
ef739,41,17,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,9.964,N/A,0.558,2,9.874,N/A,1.11,3,extra data request,,-0.067705948,0.833791743
ef740,41,18,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,9.964,N/A,0.558,2,10.407,N/A,0.614,5,extra data request,,0.617443233,0.727231153
ef741,41,19,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,264.846,N/A,39.384,2,279.697,N/A,61.335,3,extra data request,,0.195384807,0.837150856
ef742,41,20,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,264.846,N/A,39.384,2,270.057,N/A,62.965,5,extra data request,,0.074247112,0.70039376
ef743,41,21,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,31.655,N/A,0.908,2,31.987,N/A,3.465,3,extra data request,,0.083492835,0.834030439
ef744,41,22,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,31.655,N/A,0.908,2,30.964,N/A,1.606,5,extra data request,,-0.389187789,0.710819081
ef745,41,23,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,24.554,N/A,5.236,2,28.338,N/A,11.384,3,extra data request,,0.280135383,0.841180917
ef746,41,24,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,24.554,N/A,5.236,2,26.271,N/A,8.345,5,extra data request,,0.184535869,0.702432392
ef747,41,25,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,46.691,N/A,1.225,2,46.348,N/A,0.379,3,extra data request,,-0.321500458,0.843669588
ef748,41,26,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,46.691,N/A,1.225,2,46.322,N/A,1.618,5,extra data request,,-0.200488002,0.702871103
ef749,41,27,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.76,0.24,3,2.955,N/A,0.369,2,2.406,N/A,0.156,3,extra data request,,-1.600451533,1.089477844
ef750,41,28,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,tolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.63,0.37,6,2.955,N/A,0.369,2,2.559,N/A,0.472,5,extra data request,,-0.734511117,0.738536184
ef751,41,29,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,17.267,N/A,3.238,2,17.715,N/A,1.479,3,extra data request,,0.14565838,0.83545497
ef752,41,30,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,17.267,N/A,3.238,2,18.853,N/A,1.038,6,extra data request,,0.847028474,0.711507744
ef753,41,31,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,12.798,N/A,1.179,2,12.104,N/A,1.304,3,extra data request,,-0.397385558,0.849124862
ef754,41,32,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,12.798,N/A,1.179,2,11.806,N/A,0.449,6,extra data request,,-1.362986992,0.782775013
ef755,41,33,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,223.086,N/A,45.798,2,227.11,N/A,14.41,3,extra data request,,0.100610431,0.834345579
ef756,41,34,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,223.086,N/A,45.798,2,209.681,N/A,7.954,6,extra data request,,-0.580531922,0.687730249
ef757,41,35,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,12.485,N/A,3.735,2,12.89,N/A,5.121,3,extra data request,,0.062292037,0.833721363
ef758,41,36,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,12.485,N/A,3.735,2,9.685,N/A,2.258,6,extra data request,,-0.948596696,0.722906397
ef759,41,37,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,23.889,N/A,6.16,2,24.466,N/A,2.191,3,extra data request,,0.104876019,0.834433231
ef760,41,38,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,23.889,N/A,6.16,2,26.079,N/A,1.363,6,extra data request,,0.677990331,0.695396097
ef761,41,39,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,39.187,N/A,0.604,2,39.457,N/A,0.347,3,extra data request,,0.434829078,0.852240966
ef762,41,40,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,39.187,N/A,0.604,2,39.623,N/A,0.319,6,extra data request,,0.992507393,0.7282336
ef763,41,41,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.578,0.422,3,3.006,N/A,0.033,2,2.828,N/A,0.179,3,extra data request,,-0.873881908,0.909700292
ef764,41,42,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult,intermediate,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.489,0.511,6,3.006,N/A,0.033,2,2.9,N/A,0.185,6,extra data request,,-0.543476077,0.685127057
ef765,41,43,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.796,0.204,3,28.533,N/A,1.96,2,23.2,N/A,0.973,3,extra data request,,-2.791017856,1.612311401
ef766,41,44,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,cellulose,structural carbohydrates,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.619,0.381,6,28.533,N/A,1.96,2,25.778,N/A,0.737,6,extra data request,,-2.289091057,0.994162783
ef767,41,45,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.796,0.204,3,11.196,N/A,0.884,2,11.521,N/A,0.447,3,extra data request,,0.374804455,0.847381171
ef768,41,46,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,hemicellulose,structural carbohydrates,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.619,0.381,6,11.196,N/A,0.884,2,11.084,N/A,0.463,6,extra data request,,-0.175046663,0.66858175
ef769,41,47,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.796,0.204,3,362.326,N/A,4.733,2,350.732,N/A,19.574,3,extra data request,,-0.517418143,0.860105487
ef770,41,48,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.619,0.381,6,362.326,N/A,4.733,2,334.502,N/A,27.538,6,extra data request,,-0.958587665,0.724097311
ef771,41,49,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.796,0.204,3,31.365,N/A,2.994,2,27.931,N/A,1.932,3,extra data request,,-1.061820023,0.94607951
ef772,41,50,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,NA,woody,evergreen angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult,intolerant,mature,16,plot,9,tropical,No N-fixing neighbours,N,NA,0.11,0.619,0.381,6,31.365,N/A,2.994,2,28.458,N/A,0.557,6,extra data request,,-1.907407053,0.894054271
